string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_8,string_field_9,string_field_10,string_field_11,string_field_12,string_field_13,string_field_14
KEY;AÑO;PERIODO;ZONA;REGION;COMUNA_INCOIN;DIRECCION;NUMERO;LONGITUD;LATITUD;TIPO DE PROPIEDAD;PROYECTO;DESARROLLADOR;VENDE;CONSTRUYE;NOMBRE TIPOLOGIA;TIPO DE COCINA;TIPO CATEGORIA;INICIO VENTAS;FECHA ENTREGA ESTIMADA;ESTADO OBRA;ESTADO PROYECTO;STOCK INICIAL;OFERTA DEL PERIODO;OFERTA DISPONIBLE;UNIDADES VENDIDAS;TIPOLOGIA;PLAZAS;PRECIO PROMEDIO;SUPERFICIE PROMEDIO;SUP TERRAZA PROMEDIO;SUPERFICIE TERRENO;UF/M² PROMEDIO;UNIDADES/MES (P);UNIDADES/MES (A);MESES PARA AGOTAR STOCK (A);PRECIO MINIMO UF;PRECIO MAXIMO UF;MESES EN VENTA;NRO. PISOS;CANT ESTACIONAMIENTOS;PRECIO ESTACIONAMIENTO;PRECIO BODEGA;PILOTO DISPONIBLE;SALA DE VENTAS EN EL PROYECTO;DESCUENTO PROMEDIO;TIPO DE SUBSIDIO,,,,,,,,,,,,,,
1P 2017 EDIFICIO INSPIRACION;2017;1P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;29,5;14;95;0;0;SI;SI;3%;SIN SUBSIDIO,,,,,,,
1P 2018 EDIFICIO INSPIRACION;2018;1P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,0;0;0;0;41,8;14;95;0;0;NO;SI;0%;SIN SUBSIDIO,,,,,,,
2P 2015 EDIFICIO INSPIRACION;2015;2P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;mayo-2017;INSTALACION DE FAENAS;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,2;0;0;0;9,1;14;95;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
2P 2016 EDIFICIO INSPIRACION;2016;2P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;enero-2017;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;20,8;14;95;0;0;-;-;5%;SIN SUBSIDIO,,,,,,,
2P 2017 EDIFICIO INSPIRACION;2017;2P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;32,9;14;95;0;0;SI;SI;0%;SIN SUBSIDIO,,,,,,,
2P 2018 EDIFICIO INSPIRACION;2018;2P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,0;0;0;0;44,9;14;95;645;0;NO;SI;0%;SIN SUBSIDIO,,,,,,,
3P 2015 EDIFICIO INSPIRACION;2015;3P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;mayo-2017;INSTALACION DE FAENAS;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,2;0;0;0;12,2;14;95;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
3P 2016 EDIFICIO INSPIRACION;2016;3P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;24,0;14;95;0;0;-;-;6%;SIN SUBSIDIO,,,,,,,
3P 2017 EDIFICIO INSPIRACION;2017;3P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;36,0;14;95;0;0;NO;SI;0%;SIN SUBSIDIO,,,,,,,
3P 2018 EDIFICIO INSPIRACION;2018;3P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;VENDIDO;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,0;0;0;0;47,9;14;95;645;0;NO;SI;0%;SIN SUBSIDIO,,,,,,,
4P 2015 EDIFICIO INSPIRACION;2015;4P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;mayo-2017;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;14,9;14;95;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
4P 2016 EDIFICIO INSPIRACION;2016;4P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;26,8;14;95;0;0;-;-;3%;SIN SUBSIDIO,,,,,,,
4P 2017 EDIFICIO INSPIRACION;2017;4P;CENTRO;RM;SANTIAGO;SANTA ROSA;634;-33,4520;-70,64394;DEPARTAMENTO;EDIFICIO INSPIRACION;PAZ;PAZ;PAZ;-;KITCHENETTE;DUPLEX;30-09-2014;octubre-2016;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;24,3;-;-;0,0;0,1;0;0;0;38,7;14;95;0;0;NO;SI;0%;SIN SUBSIDIO,,,,,,,
1P 2021 EDIFICIO GOYCOLEA;2021;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;2.134,0;33,78;2,43;-;63,2;0,0;0,0;-;2200;2200;11,2;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
1P 2022 EDIFICIO GOYCOLEA;2022;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;junio-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;22,9;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
1P 2023 EDIFICIO GOYCOLEA;2023;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2023;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;35,1;17;126;375;90;-;SI;2%;SIN SUBSIDIO,,,,,
1P 2024 EDIFICIO GOYCOLEA;2024;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;junio-2024;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;47,2;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
1P 2025 EDIFICIO GOYCOLEA;2025;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;59,5;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
2P 2020 EDIFICIO GOYCOLEA;2020;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2022;POR CONSTRUIR;NUEVO;2;2;0;0;1D-1B;2;2.200,0;33,78;2,43;-;65,1;0,0;0,0;-;2200;2200;2,2;17;126;305;78;-;-;0%;SIN SUBSIDIO,,,,,
2P 2021 EDIFICIO GOYCOLEA;2021;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.011,9;33,78;2,43;-;89,2;0,0;0,0;-;3094;3116;14,3;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
2P 2022 EDIFICIO GOYCOLEA;2022;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;junio-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;25,9;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
2P 2023 EDIFICIO GOYCOLEA;2023;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2023;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;38,2;17;126;375;90;-;SI;2%;SIN SUBSIDIO,,,,,
2P 2024 EDIFICIO GOYCOLEA;2024;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;julio-2024;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;50,4;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
2P 2025 EDIFICIO GOYCOLEA;2025;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;3.047,8;33,78;2,43;-;90,2;0,0;0,0;-;3104;3116;62,5;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
3P 2020 EDIFICIO GOYCOLEA;2020;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2022;INSTALACION DE FAENAS;EN VENTA;2;0;0;0;1D-1B;2;2.134,0;33,78;2,43;-;63,2;0,0;0,0;-;2200;2200;5,2;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
3P 2021 EDIFICIO GOYCOLEA;2021;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.011,9;33,78;2,43;-;89,2;0,0;0,0;-;3094;3116;17,1;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
3P 2022 EDIFICIO GOYCOLEA;2022;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;29,1;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
3P 2023 EDIFICIO GOYCOLEA;2023;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2023;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;41,3;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
3P 2024 EDIFICIO GOYCOLEA;2024;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;53,4;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
3P 2025 EDIFICIO GOYCOLEA;2025;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;2;0;1D-1B;2;3.047,8;33,78;2,43;-;90,2;0,0;0,0;-;3104;3116;65,5;17;126;370;80;NO;SI;2%;SIN SUBSIDIO,,,,,
4P 2020 EDIFICIO GOYCOLEA;2020;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;2.134,0;33,78;2,43;-;63,2;0,0;0,0;-;2200;2200;8,2;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
4P 2021 EDIFICIO GOYCOLEA;2021;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;junio-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;20,1;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
4P 2022 EDIFICIO GOYCOLEA;2022;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;diciembre-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;32,1;17;126;375;90;-;SI;2%;SIN SUBSIDIO,,,,,
4P 2023 EDIFICIO GOYCOLEA;2023;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;marzo-2024;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;44,2;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
4P 2024 EDIFICIO GOYCOLEA;2024;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A6;KITCHENETTE;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;3.042,9;33,78;2,43;-;90,1;0,0;0,0;-;3094;3116;56,5;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
1P 2021 EDIFICIO GOYCOLEA;2021;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;2.924,6;49,08;5,83;-;59,6;0,0;0,0;-;3015;3015;11,2;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
1P 2022 EDIFICIO GOYCOLEA;2022;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;junio-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.197,7;49,08;5,83;-;65,2;0,0;0,0;-;3263;3263;22,9;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
1P 2023 EDIFICIO GOYCOLEA;2023;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2023;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.127,7;49,08;5,83;-;63,7;0,0;0,0;-;3120;3263;35,1;17;126;375;90;-;SI;2%;SIN SUBSIDIO,,,,,
1P 2024 EDIFICIO GOYCOLEA;2024;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;junio-2024;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.197,7;49,08;5,83;-;65,2;0,0;0,0;-;3263;3263;47,2;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
1P 2025 EDIFICIO GOYCOLEA;2025;1P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;3.227,1;49,08;5,83;-;65,8;0,0;0,0;-;3293;3293;59,5;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
2P 2020 EDIFICIO GOYCOLEA;2020;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2022;POR CONSTRUIR;NUEVO;2;2;0;0;1D-1B;2;3.015,0;49,08;5,83;-;61,4;0,0;0,0;-;3015;3015;2,2;17;126;305;78;-;-;0%;SIN SUBSIDIO,,,,,
2P 2021 EDIFICIO GOYCOLEA;2021;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.165,1;49,08;5,83;-;64,5;0,0;0,0;-;3263;3263;14,3;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
2P 2022 EDIFICIO GOYCOLEA;2022;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;junio-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.197,7;49,08;5,83;-;65,2;0,0;0,0;-;3263;3263;25,9;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
2P 2023 EDIFICIO GOYCOLEA;2023;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2023;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.197,7;49,08;5,83;-;65,2;0,0;0,0;-;3263;3263;38,2;17;126;375;90;-;SI;2%;SIN SUBSIDIO,,,,,
2P 2024 EDIFICIO GOYCOLEA;2024;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;julio-2024;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.227,1;49,08;5,83;-;65,8;0,0;0,0;-;3293;3293;50,4;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
2P 2025 EDIFICIO GOYCOLEA;2025;2P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;3.227,1;49,08;5,83;-;65,8;0,0;0,0;-;3293;3293;62,5;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
3P 2020 EDIFICIO GOYCOLEA;2020;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2022;INSTALACION DE FAENAS;EN VENTA;2;0;0;0;1D-1B;2;2.924,6;49,08;5,83;-;59,6;0,0;0,0;-;3015;3015;5,2;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
3P 2021 EDIFICIO GOYCOLEA;2021;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.165,1;49,08;5,83;-;64,5;0,0;0,0;-;3263;3263;17,1;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
3P 2022 EDIFICIO GOYCOLEA;2022;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.197,7;49,08;5,83;-;65,2;0,0;0,0;-;3263;3263;29,1;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
3P 2023 EDIFICIO GOYCOLEA;2023;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2023;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.197,7;49,08;5,83;-;65,2;0,0;0,0;-;3263;3263;41,3;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
3P 2024 EDIFICIO GOYCOLEA;2024;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;3.227,1;49,08;5,83;-;65,8;0,0;0,0;-;3293;3293;53,4;17;126;375;90;NO;SI;2%;SIN SUBSIDIO,,,,,
3P 2025 EDIFICIO GOYCOLEA;2025;3P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;julio-2024;ENTREGADO;EN VENTA;2;0;2;0;1D-1B;2;3.411,9;49,08;5,83;-;69,5;0,0;0,0;-;3293;3670;65,5;17;126;370;80;NO;SI;2%;SIN SUBSIDIO,,,,,
4P 2020 EDIFICIO GOYCOLEA;2020;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;2.924,6;49,08;5,83;-;59,6;0,0;0,0;-;3015;3015;8,2;17;126;305;78;-;-;3%;SIN SUBSIDIO,,,,,
4P 2021 EDIFICIO GOYCOLEA;2021;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;junio-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.197,7;49,08;5,83;-;65,2;0,0;0,0;-;3263;3263;20,1;17;126;375;90;-;-;2%;SIN SUBSIDIO,,,,,
4P 2022 EDIFICIO GOYCOLEA;2022;4P;CENTRO;RM;LA CISTERNA;GOYCOLEA;122;-33,5397;-70,66699;DEPARTAMENTO;EDIFICIO GOYCOLEA;FG;FG;-;A22;INTEGRADA;DUPLEX;20-04-2020;diciembre-2023;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;2.939,0;49,08;5,83;-;59,9;0,0;0,0;-;2898;3100;32,1;17;126;375;90;-;SI;2%;SIN SUBSIDIO,,,,,
